"id","basket_value","recency_days","citrus fruit","tropical fruit","whole milk","other vegetables","rolls/buns","chocolate","bottled water","yogurt","sausage","root vegetables","pastry","soda","cream","low_value_basket","medium_value_basket","high_value_basket","Cluster","cluster1","cluster2","cluster3","cluster4","cluster5"
8121,2.9,50,"no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8123,1.1,1,"yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8125,1.7,68,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
8126,2.4,60,"yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8129,4.5,31,"yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8131,3.6,51,"no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8132,4.8,40,"no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8134,2.1,55,"no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
8135,3.9,45,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8139,3,44,"no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8140,5.3,59,"no","no","no","no","yes","no","no","yes","no","yes","no","no","no","no","yes","no",2,no,"yes",no,no,no
8141,1.2,3,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8143,4.9,33,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8144,7.9,16,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
8145,1.2,3,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8147,4.4,49,"no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8149,3.4,37,"no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8151,10.4,23,"no","no","no","no","yes","no","yes","no","no","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
8153,2.2,72,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8158,7.6,22,"no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8159,6.4,24,"no","no","no","yes","yes","no","yes","yes","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8161,2.2,69,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8162,9.9,25,"no","no","no","yes","yes","no","no","yes","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8163,1.2,3,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8166,3.1,35,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8168,5.1,53,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8169,1.7,66,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
8170,2.8,39,"no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","no",3,no,no,"yes",no,no
8171,7.1,17,"no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8172,2.2,55,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
8173,8.1,9,"no","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8174,10.6,3,"yes","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8176,4.4,43,"no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8178,3.1,50,"no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8179,5.1,70,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
8181,3.1,46,"no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8182,2.9,39,"no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8184,9.5,4,"no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8185,5.3,69,"no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
8186,3,47,"no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
8187,4.3,45,"no","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8188,6,16,"no","no","no","yes","no","no","yes","no","no","yes","no","yes","no","no","no","yes",1,"yes",no,no,no,no
8189,9.5,14,"no","no","no","no","no","no","yes","yes","yes","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
8190,6.6,12,"no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
8191,4.1,69,"no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
8193,3.1,28,"no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no",1,"yes",no,no,no,no
8195,4.9,29,"yes","yes","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8196,1.2,3,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8197,1.2,3,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8198,1.7,58,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
8199,5.2,69,"no","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no",4,no,no,no,"yes",no
8201,3.1,41,"no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8202,6.5,25,"no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","yes",1,"yes",no,no,no,no
8203,2.8,41,"no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","no",3,no,no,"yes",no,no
8204,1.5,76,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8206,7.2,24,"no","yes","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
8207,4.1,69,"no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
8208,3.9,39,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8209,2.2,59,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
8210,3.5,47,"no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8211,4.1,69,"no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
8213,1.4,10,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8214,9.9,4,"no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
8215,4.8,40,"no","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8216,3.1,49,"no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8217,4.9,33,"no","no","yes","no","yes","no","no","yes","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8218,2.2,69,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8219,1.6,64,"no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no",4,no,no,no,"yes",no
8220,1.5,53,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
8221,6.6,25,"no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8222,7.1,18,"no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8223,8.6,15,"no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8225,3.9,32,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8226,1.7,68,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
8227,1.4,10,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8228,2.1,55,"no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
8229,1.4,10,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8230,10,18,"no","no","yes","no","yes","no","no","yes","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8231,11.5,1,"no","no","no","yes","yes","no","no","yes","yes","yes","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8232,2.8,49,"no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","no",2,no,"yes",no,no,no
8233,1.3,7,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8234,7.6,14,"no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8235,7.8,13,"no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8236,4.1,42,"no","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8239,8.6,25,"no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8240,6.7,14,"no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes",1,"yes",no,no,no,no
8242,1.5,61,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
8243,19.2,69,"yes","yes","yes","yes","no","yes","yes","no","yes","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
8244,2.6,75,"yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
8246,4.9,34,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8247,6.6,5,"no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
8248,11.6,9,"no","no","yes","no","yes","yes","no","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8249,7.2,18,"no","yes","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
8250,1.1,1,"yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8251,1.2,3,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8252,3.3,44,"yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8253,5.8,69,"no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","no",4,no,no,no,"yes",no
8255,15.4,69,"no","yes","yes","no","no","no","no","yes","yes","yes","yes","no","no","no","no","yes",4,no,no,no,"yes",no
8256,7.9,15,"no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","yes",1,"yes",no,no,no,no
8257,7.5,69,"no","no","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
8258,5.1,69,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
8259,2.6,67,"yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
8260,6.6,19,"no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8261,6.8,14,"no","no","no","no","yes","no","yes","yes","no","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
8263,3.9,43,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8264,3.4,32,"no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8265,8,10,"yes","yes","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8267,2.1,57,"no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
8268,4.9,30,"no","no","no","yes","yes","no","yes","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8269,2.2,70,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8270,2.2,67,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8273,1.3,7,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8275,1.7,56,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
8276,3.9,31,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8278,12.9,4,"no","no","yes","yes","yes","no","no","yes","no","yes","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8279,3.6,29,"no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8280,6.3,24,"no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8281,11.9,4,"no","yes","no","yes","yes","no","yes","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8282,3.9,30,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8285,20.5,69,"no","yes","yes","no","yes","no","yes","yes","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
8286,10.2,69,"no","no","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
8287,9.8,3,"no","no","no","yes","yes","no","yes","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8288,3.6,46,"yes","no","yes","yes","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8289,5.3,69,"no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
8290,12.1,69,"no","no","yes","no","yes","yes","no","yes","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
8292,2.2,73,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8293,3,48,"no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no",2,no,"yes",no,no,no
8294,5.2,63,"no","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","yes","no",4,no,no,no,"yes",no
8295,3.9,30,"no","no","yes","yes","no","no","yes","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8297,1.3,7,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8298,1.1,1,"yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8299,2.2,70,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8302,12.8,15,"yes","no","no","no","yes","yes","no","yes","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8303,8.4,19,"no","no","no","no","yes","yes","yes","no","no","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
8304,2.2,55,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
8305,5.9,9,"yes","yes","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no",5,no,no,no,no,"yes"
8306,4.4,47,"no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","yes","no",2,no,"yes",no,no,no
8307,2.2,75,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8308,2.2,67,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8309,1.2,3,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8310,1.2,3,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8314,5.1,62,"no","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","yes","no",2,no,"yes",no,no,no
8315,4.1,69,"no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
8316,1.4,10,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8317,8.4,21,"no","no","no","no","yes","yes","yes","no","no","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
8318,7.4,18,"no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","no","no","yes",1,"yes",no,no,no,no
8320,2.7,62,"no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8321,19.1,26,"no","yes","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
8323,7.3,19,"no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8324,4.8,51,"no","yes","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8325,5.1,74,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
8326,2.1,66,"no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8327,2.8,48,"no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8328,1.4,10,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8329,5.1,71,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
8330,3.4,27,"no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no",1,"yes",no,no,no,no
8332,4.4,38,"no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8334,1.5,75,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8336,4.9,38,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8337,7.1,4,"no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8338,4.9,32,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8339,4.8,31,"no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8340,4.9,38,"no","yes","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","no",3,no,no,"yes",no,no
8342,2.1,68,"no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8343,3.9,40,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8344,7.3,24,"no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8345,3.5,36,"no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8348,2.7,55,"no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8349,1.2,3,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8351,1.4,9,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8352,4.8,50,"no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
8353,2.9,46,"no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no",2,no,"yes",no,no,no
8354,4.8,42,"no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8356,10.8,17,"no","no","yes","no","no","yes","no","no","yes","yes","no","no","no","no","no","yes",1,"yes",no,no,no,no
8357,9,2,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
8358,8.4,1,"no","no","no","yes","yes","no","no","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8359,3.1,28,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",1,"yes",no,no,no,no
8360,7.9,4,"no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8361,1.5,54,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
8362,6.8,69,"no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
8363,2.2,57,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
8364,7.1,23,"no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8365,1.5,72,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8366,2.3,63,"yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
8367,7.2,2,"no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8368,17.6,69,"no","yes","yes","no","yes","no","no","yes","yes","yes","yes","no","no","no","no","yes",4,no,no,no,"yes",no
8370,5.1,55,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8371,12.1,5,"no","yes","yes","no","yes","no","no","yes","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8372,1.5,73,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8373,2.1,66,"no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8374,4.9,30,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8375,3.5,41,"no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8376,1.7,76,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
8379,1.7,75,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
8380,1.3,7,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8381,7.3,24,"no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8382,9.4,21,"no","yes","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
8383,1.7,68,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
8385,9.2,23,"no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8387,1.2,3,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8388,8.3,69,"no","no","yes","yes","no","no","no","no","no","no","yes","yes","no","no","no","yes",4,no,no,no,"yes",no
8389,1.4,9,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8391,6.6,69,"no","no","yes","yes","no","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
8393,2.2,56,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
8394,1.5,72,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8395,11,7,"no","yes","yes","yes","no","no","no","yes","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8396,6.6,24,"no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
8397,6.6,69,"yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
8398,8.8,26,"no","no","yes","yes","no","yes","no","yes","no","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
8399,1.2,3,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8400,2.2,73,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8402,1.3,7,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8403,7.1,12,"no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8404,12.6,3,"no","yes","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
8405,4.3,36,"no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8406,4.1,69,"no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
8407,9.4,14,"no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8408,3.1,47,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8409,4.4,46,"no","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
8410,3.1,47,"no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
8413,10.9,22,"yes","yes","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8414,4.3,31,"no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8415,1.3,7,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8419,1.7,54,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
8420,8.8,19,"no","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
8421,3.1,33,"no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8422,6.4,6,"no","yes","yes","no","no","yes","no","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8423,3.6,29,"no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8424,4.1,69,"no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
8425,1.2,3,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8426,8.1,15,"no","no","no","yes","yes","no","yes","yes","no","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
8427,1.1,1,"yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8428,4.8,39,"no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8429,7,69,"no","no","yes","no","no","no","no","no","no","no","yes","yes","no","no","no","yes",4,no,no,no,"yes",no
