"id","basket_value","recency_days","citrus fruit","tropical fruit","whole milk","other vegetables","rolls/buns","chocolate","bottled water","yogurt","sausage","root vegetables","pastry","soda","cream","low_value_basket","medium_value_basket","high_value_basket"
7526,8.2,12,no,no,no,no,no,no,no,"yes",no,"yes",no,no,no,no,no,"yes"
7527,5.9,21,no,no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,"yes",no
7529,6.6,15,no,no,no,no,no,no,no,no,"yes",no,no,"yes",no,no,no,"yes"
7530,1.7,68,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
7531,1.7,63,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
7532,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7534,2.5,54,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
7535,1.5,52,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
7536,4.7,42,no,no,no,no,no,"yes",no,no,no,"yes",no,no,no,no,"yes",no
7537,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7538,2.2,71,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
7539,5,36,no,no,"yes",no,"yes",no,no,no,no,"yes",no,no,no,no,"yes",no
7541,14.9,6,no,no,no,"yes","yes",no,"yes",no,"yes",no,no,no,no,no,no,"yes"
7542,6.6,70,no,no,"yes","yes",no,no,no,no,no,no,"yes",no,no,no,no,"yes"
7543,17.1,26,"yes",no,no,"yes",no,"yes",no,no,"yes","yes",no,no,no,no,no,"yes"
7545,3.9,45,no,no,"yes","yes",no,no,"yes",no,no,no,no,no,no,no,"yes",no
7548,2.5,74,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
7550,8.7,12,"yes","yes","yes","yes",no,no,"yes",no,no,"yes",no,no,no,no,no,"yes"
7551,1.6,59,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no
7552,2.7,69,no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
7553,6.3,14,no,no,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes"
7554,10,1,no,"yes","yes","yes","yes",no,no,"yes",no,no,no,"yes",no,no,no,"yes"
7555,8,70,no,no,"yes","yes",no,no,"yes",no,no,no,"yes",no,no,no,no,"yes"
7556,7.3,18,no,no,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes"
7557,8.9,70,"yes",no,no,no,"yes",no,no,"yes",no,no,"yes",no,no,no,no,"yes"
7558,8.7,70,no,"yes","yes","yes",no,no,no,no,no,no,"yes",no,no,no,no,"yes"
7559,3.5,34,no,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,"yes",no
7560,1.7,56,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
7562,5.3,71,no,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
7564,7.1,1,no,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
7565,7.1,24,no,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
7566,1.3,7,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
7567,5.1,53,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
7568,5.6,62,no,no,"yes","yes",no,"yes",no,no,no,no,no,no,no,no,"yes",no
7569,4.1,70,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
7570,1.7,64,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
7571,5.3,74,"yes",no,"yes","yes",no,no,no,no,no,no,no,"yes",no,no,"yes",no
7572,6.3,4,no,no,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes"
7573,3.1,39,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
7574,1.3,7,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
7575,11.4,12,no,no,no,"yes","yes",no,"yes",no,"yes","yes",no,no,no,no,no,"yes"
7576,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7577,3.7,50,no,no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no
7578,1.7,70,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
7579,3.1,28,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
7581,7,14,no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes"
7582,8.7,17,"yes",no,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,"yes"
7585,5,37,no,"yes","yes",no,no,no,no,no,no,no,no,"yes",no,no,"yes",no
7587,9,70,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no,no,no,"yes"
7588,2.2,69,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
7589,1.7,57,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
7591,1.7,64,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
7592,14,70,no,no,"yes",no,"yes",no,no,no,"yes","yes","yes",no,no,no,no,"yes"
7593,2.5,68,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
7594,7.1,10,no,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
7595,7.6,16,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,"yes"
7596,3.7,41,no,no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no
7597,6.9,70,no,no,"yes",no,no,no,no,no,no,"yes","yes",no,no,no,no,"yes"
7598,1.3,7,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
7599,6.6,70,no,no,"yes","yes",no,no,no,no,no,no,"yes",no,no,no,no,"yes"
7600,1.5,61,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
7601,2.2,64,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
7604,6.3,17,no,no,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes"
7605,2.2,71,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
7606,10,70,"yes","yes",no,"yes",no,no,"yes",no,no,no,"yes",no,no,no,no,"yes"
7607,2.7,62,no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,no,"yes",no
7608,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7611,2.7,57,no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
7613,2.4,57,"yes",no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no
7615,10,20,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes"
7617,2.2,73,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
7620,1.5,51,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
7621,1.1,1,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
7623,1.6,70,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no
7625,1.7,71,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
7626,15,70,no,no,"yes",no,no,"yes",no,"yes",no,no,"yes",no,no,no,no,"yes"
7627,4.9,33,"yes",no,no,no,"yes",no,no,no,no,"yes",no,no,no,no,"yes",no
7629,3.2,49,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
7632,1.7,57,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
7633,11.9,4,no,no,no,no,"yes","yes",no,no,"yes",no,no,"yes",no,no,no,"yes"
7634,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7635,4.3,48,"yes",no,no,no,no,no,no,"yes",no,no,no,"yes",no,no,"yes",no
7636,1.7,64,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
7637,6.3,70,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
7638,3.1,28,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
7639,1.5,55,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
7640,9.7,7,no,"yes","yes","yes",no,no,no,no,no,no,no,no,no,no,no,"yes"
7641,14.9,22,"yes",no,"yes","yes",no,"yes",no,no,"yes","yes",no,"yes",no,no,no,"yes"
7643,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7644,8.5,26,no,"yes",no,no,no,no,no,"yes","yes",no,no,no,no,no,no,"yes"
7645,5.1,55,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
7646,2.9,49,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes",no
7648,5,48,no,no,"yes",no,"yes",no,no,no,no,"yes",no,no,no,no,"yes",no
7651,1.7,70,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
7652,4.9,33,no,"yes","yes",no,no,no,no,no,no,"yes",no,no,no,no,"yes",no
7653,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7654,3.1,46,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
7656,5,28,no,no,"yes",no,"yes",no,no,no,no,"yes",no,no,no,no,"yes",no
7657,5.1,52,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
7658,3.1,48,no,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no
7660,2.5,59,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
7662,2.5,60,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
7664,3.1,34,no,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no
7666,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7667,2.1,64,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
7668,1.1,1,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
7669,6.1,17,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,no,no,"yes"
7670,1.5,56,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
7671,8.7,25,no,"yes",no,no,no,no,no,"yes",no,no,no,no,no,no,no,"yes"
7672,2.2,57,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
7673,4.9,41,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
7675,1.4,10,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
7676,1.6,54,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no
7679,1.6,58,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no
7680,7.1,25,no,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
7682,2.4,52,"yes",no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no
7683,1.3,7,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
7685,1.5,67,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
7686,3.1,38,no,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no
7687,6,8,no,no,"yes",no,no,"yes",no,no,no,no,no,"yes",no,no,no,"yes"
7688,6.4,20,no,no,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes"
7689,9,20,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,no,"yes"
7690,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7691,2.2,64,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
7692,5.5,74,no,no,no,no,"yes",no,no,no,no,"yes",no,"yes",no,no,"yes",no
7694,1.1,1,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
7697,2.7,62,no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
7698,10.5,70,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,"yes"
7699,4.3,42,no,no,"yes",no,no,"yes",no,no,no,no,no,no,no,no,"yes",no
7700,4.9,31,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
7701,4.9,45,no,"yes","yes",no,no,no,no,no,no,"yes",no,no,no,no,"yes",no
7702,4.2,49,no,no,"yes","yes",no,no,no,no,no,no,no,"yes",no,no,"yes",no
7703,1.7,52,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
7705,7.8,24,no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,no,"yes"
7706,8,70,no,no,no,no,"yes",no,no,no,no,no,"yes","yes",no,no,no,"yes"
7707,1.5,60,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
7708,2.1,63,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
7710,14.9,9,no,no,"yes",no,"yes",no,no,"yes","yes",no,no,no,no,no,no,"yes"
7712,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7713,1.1,1,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
7714,1.5,71,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
7716,1.7,58,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
7717,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7718,7.6,70,no,no,no,"yes","yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
7719,4.4,44,no,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no
7720,4.6,45,no,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
7722,6.4,12,no,no,"yes",no,"yes",no,"yes",no,no,"yes",no,no,no,no,no,"yes"
7724,6.1,8,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,no,no,"yes"
7725,7.6,17,"yes",no,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes"
7726,1.3,7,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
7727,2.7,52,no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,no,"yes",no
7728,5.1,64,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
7729,16,22,no,no,"yes",no,no,"yes",no,no,"yes",no,no,"yes",no,no,no,"yes"
7730,3.3,27,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no
7733,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7734,1.4,10,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
7735,4.3,37,no,"yes",no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
7736,5.2,75,no,"yes",no,no,no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
7737,7.1,2,no,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
7738,2.2,52,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
7739,8,18,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no,no,"yes"
7740,4.8,38,"yes",no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no
7742,7.7,25,no,"yes","yes","yes",no,no,no,"yes",no,"yes",no,no,no,no,no,"yes"
7743,1.3,7,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
7745,15.2,70,no,no,"yes",no,no,"yes",no,no,no,no,"yes","yes",no,no,no,"yes"
7746,4.9,27,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
7747,2.4,73,"yes",no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no
7748,7.8,4,no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,no,"yes"
7749,1.1,1,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
7750,1.4,10,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
7751,7.1,24,no,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
7752,8.3,70,no,no,"yes","yes",no,no,no,no,no,no,"yes","yes",no,no,no,"yes"
7753,2.1,58,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
7754,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7755,1.3,7,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
7757,3,41,no,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,"yes",no
7758,1.6,61,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no
7759,6.1,5,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,no,no,"yes"
7760,1.3,7,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
7761,1.5,53,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
7763,7.8,5,no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,no,"yes"
7764,6.2,11,no,no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes"
7765,1.3,7,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
7766,5.1,65,"yes",no,"yes","yes",no,no,no,"yes",no,no,no,no,no,no,"yes",no
7767,9.7,9,"yes","yes",no,no,no,no,no,no,"yes","yes",no,no,no,no,no,"yes"
7768,11.2,70,"yes",no,no,"yes",no,"yes",no,no,no,"yes","yes",no,no,no,no,"yes"
7769,1.7,56,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
7770,7.2,11,"yes",no,"yes",no,no,no,no,no,"yes",no,no,no,no,no,no,"yes"
7771,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7772,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7776,4.1,31,no,no,"yes",no,no,no,"yes","yes",no,no,no,no,no,no,"yes",no
7777,5.1,75,no,no,no,"yes","yes",no,no,no,no,"yes",no,no,no,no,"yes",no
7778,3.1,27,no,no,no,no,no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
7779,5.1,69,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
7780,3.9,33,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
7781,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7782,5.5,68,no,"yes","yes",no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
7783,7.9,24,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,no,"yes"
7784,1.4,10,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
7785,3.9,28,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
7786,13.6,70,no,no,no,"yes",no,no,no,no,"yes","yes","yes","yes",no,no,no,"yes"
7788,4.8,35,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no,"yes",no
7790,2.2,53,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
7791,1.7,55,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
7792,3.4,27,no,no,"yes",no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
7795,2.2,58,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
7796,2.2,62,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
7797,4.9,37,no,no,"yes",no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no
7798,2.7,55,no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
7799,6.8,24,no,no,no,no,"yes",no,"yes","yes",no,no,no,"yes",no,no,no,"yes"
7800,2.2,65,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
7801,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7802,2.2,74,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
7803,2.2,62,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
7804,7.6,16,no,no,no,"yes",no,"yes",no,"yes",no,no,no,"yes",no,no,no,"yes"
7805,5.1,67,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
7806,3.5,39,no,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,"yes",no
7807,1.3,7,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
7808,4.7,36,no,no,"yes","yes","yes",no,no,no,no,no,no,no,no,no,"yes",no
7809,13.3,5,"yes",no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
7810,3,36,no,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,"yes",no
7811,8.4,10,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes"
7812,14.4,70,no,no,"yes","yes",no,no,"yes","yes","yes",no,"yes",no,no,no,no,"yes"
7813,5.5,67,no,"yes","yes",no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
7814,5.4,66,no,"yes",no,no,no,no,no,no,no,"yes",no,"yes",no,no,"yes",no
7816,3.2,38,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no,"yes",no
7817,6.4,21,no,"yes","yes",no,no,no,no,"yes",no,"yes",no,no,no,no,no,"yes"
7818,1.7,62,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
7819,3.9,30,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
7821,7.2,70,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,no,"yes"
7823,4.1,70,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
7824,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7825,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7826,7.9,7,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,no,"yes"
7827,2.3,56,"yes",no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no
7828,13.5,7,no,"yes","yes","yes","yes",no,no,no,no,"yes",no,no,no,no,no,"yes"
7829,1.7,67,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
7830,4.3,34,no,no,"yes",no,no,"yes",no,no,no,no,no,no,no,no,"yes",no
7831,2.2,63,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
7832,5.8,55,no,no,"yes",no,no,no,"yes","yes",no,no,no,"yes",no,no,"yes",no
7833,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7835,12.7,70,no,no,no,"yes","yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
7837,6.6,11,"yes","yes","yes",no,"yes",no,no,no,no,no,no,no,no,no,no,"yes"
7838,2.5,73,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
7839,4.1,70,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
7841,6.3,70,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
7842,3.4,33,no,no,"yes",no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
7843,10,12,no,no,no,"yes","yes",no,no,no,"yes","yes",no,no,no,no,no,"yes"
7844,1.7,55,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
7845,9.2,70,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,no,"yes"
7846,4.7,41,no,"yes","yes",no,no,no,"yes",no,no,no,no,no,no,no,"yes",no
7847,9.2,23,no,no,"yes","yes",no,no,no,no,no,"yes",no,no,no,no,no,"yes"
7848,9.1,19,no,"yes",no,no,"yes","yes",no,no,no,no,no,"yes",no,no,no,"yes"
7849,3.7,39,no,no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no
7850,4.7,40,no,no,"yes","yes","yes",no,no,no,no,no,no,no,no,no,"yes",no
7853,4.1,70,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
7854,3.4,49,no,no,"yes",no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
7855,2.3,57,"yes",no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no
7856,3.3,50,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no
7857,20.6,70,no,"yes",no,"yes",no,no,"yes",no,"yes",no,"yes","yes",no,no,no,"yes"
7859,15.7,70,"yes",no,"yes","yes",no,no,no,no,"yes",no,"yes",no,no,no,no,"yes"
7864,2.5,70,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
7865,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7866,7.6,70,no,no,no,"yes","yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
7869,5.3,70,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
7870,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7871,7.3,4,no,no,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes"
7873,2.9,39,no,no,no,no,no,no,"yes","yes",no,no,no,no,no,no,"yes",no
7874,4.1,27,no,no,"yes","yes",no,no,no,no,no,"yes",no,no,no,no,"yes",no
7876,9.9,19,no,no,"yes",no,"yes",no,"yes",no,no,no,no,no,no,no,no,"yes"
7877,4.9,35,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
7878,4.3,36,no,no,"yes",no,no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
7879,7.4,70,no,"yes","yes",no,no,no,no,no,no,no,"yes",no,no,no,no,"yes"
7880,4.1,41,no,no,"yes","yes",no,no,no,no,no,"yes",no,no,no,no,"yes",no
7882,1.5,68,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
7883,4.3,33,no,no,"yes",no,no,no,no,"yes",no,"yes",no,no,no,no,"yes",no
7885,2.5,56,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
7886,3.1,47,no,no,no,no,no,no,no,"yes",no,"yes",no,no,no,no,"yes",no
7887,10.4,70,no,no,no,no,no,no,"yes",no,"yes",no,"yes",no,no,no,no,"yes"
7888,3.1,49,no,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no
7889,7.4,2,"yes",no,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes"
7890,4.1,70,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
7891,2.6,60,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,no,"yes",no
7893,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7895,2.1,52,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
7897,1.7,73,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
7898,1.2,3,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
7899,7.6,12,no,no,"yes",no,no,no,no,"yes","yes",no,no,no,no,no,no,"yes"
7900,5.3,61,no,no,no,no,"yes","yes",no,no,no,no,no,no,no,no,"yes",no
7902,3.7,34,no,no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no
7903,8.4,19,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes"
7904,1.5,71,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
7905,11,12,no,no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,no,"yes"
7907,4.8,41,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no,"yes",no
7908,6.6,12,no,no,no,no,no,no,no,"yes",no,no,no,no,no,no,no,"yes"
7909,8.2,4,no,no,no,no,no,no,no,"yes",no,"yes",no,no,no,no,no,"yes"
7910,1.5,62,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
